# Results of applying herd to all litmus tests with "exists" conditions.
# 
# herd: 7.56+03, Rev: exported
# herd -model aarch64.cat TEST.litmus 
#
# Tests where "Always" or "Sometimes" with "exists" was observed are marked "Allow".
# Tests where "Never" with "exists" was observed are marked "Forbid".
# Tests where "Always" with "forall" was observed are marked "Allow".
# Tests where "Sometimes" or "Never" with "forall" was observed are marked "Forbid".
# 
# The tests where executed using runall-HERD7.py.
# Date: 230624-04:41

Z6.5+poreleaseonce+poreleaserelease+poonceacquire Allow
Z6.5+poreleaseonce+poreleaserelease+poonceonce Allow
Z6.5+poreleaseonce+poreleaserelease+poreleaseacquire Allow
Z6.5+poreleaseonce+poreleaserelease+poreleaseonce Allow
Z6.5+poreleaseonces Allow
Z6.5+poreleaserelease+poonceonce+poonceacquire Allow
Z6.5+poreleaserelease+poonceonce+poonceonce Allow
Z6.5+poreleaserelease+poonceonce+poreleaseacquire Allow
Z6.5+poreleaserelease+poonceonce+poreleaseonce Allow
Z6.5+poreleaserelease+pooncerelease+poonceacquire Allow
Z6.5+poreleaserelease+pooncerelease+poonceonce Allow
Z6.5+poreleaserelease+pooncerelease+poreleaseacquire Forbid
Z6.5+poreleaserelease+pooncerelease+poreleaseonce Allow
Z6.5+poreleaserelease+poreleaseonce+poonceacquire Allow
Z6.5+poreleaserelease+poreleaseonce+poonceonce Allow
Z6.5+poreleaserelease+poreleaseonce+poreleaseacquire Allow
Z6.5+poreleaserelease+poreleaseonce+poreleaseonce Allow
Z6.5+poreleaserelease+poreleaserelease+poonceacquire Allow
Z6.5+poreleaserelease+poreleaserelease+poonceonce Allow
Z6.5+poreleaserelease+poreleaserelease+poreleaseacquire Forbid
Z6.5+poreleaserelease+poreleaserelease+poreleaseonce Allow
LB-LRW+R-A+R-A Forbid
LB-LWR+R-A+R-A Forbid
LB-LWW+R-A+R-A Forbid
Z3-floating-relacq Forbid
LB-LRW+R-A+RQ-A Forbid
LB-LRW+RQ-A+R-A Forbid
iriw+o-o+o-o Allow
IRIW+poacquireacquire+poacquireonce+OnceOnce Forbid
IRIW+poacquireacquire+poacquireonce+OnceRelease Forbid
IRIW+poacquireacquire+poacquireonce+ReleaseRelease Forbid
IRIW+poacquireacquire+poonceacquire+OnceOnce Allow
IRIW+poacquireacquire+poonceacquire+OnceRelease Allow
IRIW+poacquireacquire+poonceacquire+ReleaseRelease Allow
IRIW+poacquireacquire+poonceonce+OnceOnce Allow
IRIW+poacquireacquire+poonceonce+OnceRelease Allow
IRIW+poacquireacquire+poonceonce+ReleaseRelease Allow
IRIW+poacquireacquires+OnceOnce Forbid
IRIW+poacquireacquires+OnceRelease Forbid
IRIW+poacquireacquires+ReleaseRelease Forbid
IRIW+poacquireonce+poacquireacquire+OnceRelease Forbid
IRIW+poacquireonce+poonceacquire+OnceOnce Allow
IRIW+poacquireonce+poonceacquire+OnceRelease Allow
IRIW+poacquireonce+poonceacquire+ReleaseRelease Allow
IRIW+poacquireonce+poonceonce+OnceOnce Allow
IRIW+poacquireonce+poonceonce+OnceRelease Allow
IRIW+poacquireonce+poonceonce+ReleaseRelease Allow
IRIW+poacquireonces+OnceOnce Forbid
IRIW+poacquireonces+OnceRelease Forbid
IRIW+poacquireonces+ReleaseRelease Forbid
IRIW+poonceacquire+poacquireacquire+OnceRelease Allow
IRIW+poonceacquire+poacquireonce+OnceRelease Allow
IRIW+poonceacquire+poonceonce+OnceOnce Allow
IRIW+poonceacquire+poonceonce+OnceRelease Allow
IRIW+poonceacquire+poonceonce+ReleaseRelease Allow
IRIW+poonceacquires+OnceOnce Allow
IRIW+poonceacquires+OnceRelease Allow
IRIW+poonceacquires+ReleaseRelease Allow
IRIW+poonceonce+poacquireacquire+OnceRelease Allow
IRIW+poonceonce+poacquireonce+OnceRelease Allow
IRIW+poonceonce+poonceacquire+OnceRelease Allow
IRIW+poonceonces+OnceRelease Allow
IRIW+poonceonces+ReleaseRelease Allow
IRRWIW+poacquireacquire+ctrlonceonce+OnceOnce Forbid
IRRWIW+poacquireacquire+ctrlonceonce+OnceRelease Forbid
IRRWIW+poacquireacquire+ctrlonceonce+ReleaseOnce Forbid
IRRWIW+poacquireacquire+ctrlonceonce+ReleaseRelease Forbid
IRRWIW+poacquireacquire+poacquireonce+OnceOnce Forbid
IRRWIW+poacquireacquire+poacquireonce+OnceRelease Forbid
IRRWIW+poacquireacquire+poacquireonce+ReleaseOnce Forbid
IRRWIW+poacquireacquire+poacquireonce+ReleaseRelease Forbid
IRRWIW+poacquireacquire+poacquirerelease+OnceOnce Forbid
IRRWIW+poacquireacquire+poacquirerelease+OnceRelease Forbid
IRRWIW+poacquireacquire+poacquirerelease+ReleaseOnce Forbid
IRRWIW+poacquireacquire+poacquirerelease+ReleaseRelease Forbid
IRRWIW+poacquireacquire+poonceonce+OnceOnce Allow
IRRWIW+poacquireacquire+poonceonce+OnceRelease Allow
IRRWIW+poacquireacquire+poonceonce+ReleaseOnce Allow
IRRWIW+poacquireacquire+poonceonce+ReleaseRelease Allow
IRRWIW+poacquireacquire+pooncerelease+OnceOnce Forbid
IRRWIW+poacquireacquire+pooncerelease+OnceRelease Forbid
IRRWIW+poacquireacquire+pooncerelease+ReleaseOnce Forbid
IRRWIW+poacquireacquire+pooncerelease+ReleaseRelease Forbid
IRRWIW+poacquireonce+ctrlonceonce+OnceOnce Forbid
IRRWIW+poacquireonce+ctrlonceonce+OnceRelease Forbid
IRRWIW+poacquireonce+ctrlonceonce+ReleaseOnce Forbid
IRRWIW+poacquireonce+ctrlonceonce+ReleaseRelease Forbid
IRRWIW+poacquireonce+poacquirerelease+OnceOnce Forbid
IRRWIW+poacquireonce+poacquirerelease+OnceRelease Forbid
IRRWIW+poacquireonce+poacquirerelease+ReleaseOnce Forbid
IRRWIW+poacquireonce+poacquirerelease+ReleaseRelease Forbid
IRRWIW+poacquireonce+poonceonce+OnceOnce Allow
IRRWIW+poacquireonce+poonceonce+OnceRelease Allow
IRRWIW+poacquireonce+poonceonce+ReleaseOnce Allow
IRRWIW+poacquireonce+poonceonce+ReleaseRelease Allow
IRRWIW+poacquireonce+pooncerelease+OnceOnce Forbid
IRRWIW+poacquireonce+pooncerelease+OnceRelease Forbid
IRRWIW+poacquireonce+pooncerelease+ReleaseOnce Forbid
IRRWIW+poacquireonce+pooncerelease+ReleaseRelease Forbid
IRRWIW+poacquireonces+OnceOnce Forbid
IRRWIW+poacquireonces+OnceRelease Forbid
IRRWIW+poacquireonces+ReleaseOnce Forbid
IRRWIW+poacquireonces+ReleaseRelease Forbid
IRRWIW+poonceacquire+ctrlonceonce+OnceOnce Allow
IRRWIW+poonceacquire+ctrlonceonce+OnceRelease Allow
IRRWIW+poonceacquire+ctrlonceonce+ReleaseOnce Allow
IRRWIW+poonceacquire+ctrlonceonce+ReleaseRelease Allow
IRRWIW+poonceacquire+poacquireonce+OnceOnce Allow
IRRWIW+poonceacquire+poacquireonce+OnceRelease Allow
IRRWIW+poonceacquire+poacquireonce+ReleaseOnce Allow
IRRWIW+poonceacquire+poacquireonce+ReleaseRelease Allow
IRRWIW+poonceacquire+poacquirerelease+OnceOnce Allow
IRRWIW+poonceacquire+poacquirerelease+OnceRelease Allow
IRRWIW+poonceacquire+poacquirerelease+ReleaseOnce Allow
IRRWIW+poonceacquire+poacquirerelease+ReleaseRelease Allow
IRRWIW+poonceacquire+poonceonce+OnceOnce Allow
IRRWIW+poonceacquire+poonceonce+OnceRelease Allow
IRRWIW+poonceacquire+poonceonce+ReleaseOnce Allow
IRRWIW+poonceacquire+poonceonce+ReleaseRelease Allow
IRRWIW+poonceacquire+pooncerelease+OnceOnce Allow
IRRWIW+poonceacquire+pooncerelease+OnceRelease Allow
IRRWIW+poonceacquire+pooncerelease+ReleaseOnce Allow
IRRWIW+poonceacquire+pooncerelease+ReleaseRelease Allow
IRRWIW+poonceonce+ctrlonceonce+OnceRelease Allow
IRRWIW+poonceonce+ctrlonceonce+ReleaseOnce Allow
IRRWIW+poonceonce+ctrlonceonce+ReleaseRelease Allow
IRRWIW+poonceonce+poacquireonce+OnceOnce Allow
IRRWIW+poonceonce+poacquireonce+OnceRelease Allow
IRRWIW+poonceonce+poacquireonce+ReleaseOnce Allow
IRRWIW+poonceonce+poacquireonce+ReleaseRelease Allow
IRRWIW+poonceonce+poacquirerelease+OnceOnce Allow
IRRWIW+poonceonce+poacquirerelease+OnceRelease Allow
IRRWIW+poonceonce+poacquirerelease+ReleaseOnce Allow
IRRWIW+poonceonce+poacquirerelease+ReleaseRelease Allow
IRRWIW+poonceonce+pooncerelease+OnceOnce Allow
IRRWIW+poonceonce+pooncerelease+OnceRelease Allow
IRRWIW+poonceonce+pooncerelease+ReleaseOnce Allow
IRRWIW+poonceonce+pooncerelease+ReleaseRelease Allow
IRRWIW+poonceonces+OnceRelease Allow
IRRWIW+poonceonces+ReleaseOnce Allow
IRRWIW+poonceonces+ReleaseRelease Allow
IRWIW+ctrlonceonce+poacquireonce+OnceRelease Forbid
IRWIW+ctrlonceonce+poacquirerelease+OnceRelease Forbid
IRWIW+ctrlonceonce+poonceonce+OnceRelease Allow
IRWIW+ctrlonceonce+poonceonce+ReleaseRelease Allow
IRWIW+ctrlonceonce+pooncerelease+OnceOnce Forbid
IRWIW+ctrlonceonce+pooncerelease+OnceRelease Forbid
IRWIW+ctrlonceonce+pooncerelease+ReleaseRelease Forbid
IRWIW+ctrlonceonces+OnceRelease Forbid
IRWIW+ctrlonceonces+ReleaseRelease Forbid
IRWIW+poacquireonce+ctrlonceonce+OnceOnce Forbid
IRWIW+poacquireonce+ctrlonceonce+OnceRelease Forbid
IRWIW+poacquireonce+ctrlonceonce+ReleaseRelease Forbid
IRWIW+poacquireonce+poacquirerelease+OnceOnce Forbid
IRWIW+poacquireonce+poacquirerelease+OnceRelease Forbid
IRWIW+poacquireonce+poacquirerelease+ReleaseRelease Forbid
IRWIW+poacquireonce+poonceonce+OnceOnce Allow
IRWIW+poacquireonce+poonceonce+OnceRelease Allow
IRWIW+poacquireonce+poonceonce+ReleaseRelease Allow
IRWIW+poacquireonce+pooncerelease+OnceOnce Forbid
IRWIW+poacquireonce+pooncerelease+OnceRelease Forbid
IRWIW+poacquireonce+pooncerelease+ReleaseRelease Forbid
IRWIW+poacquireonces+OnceOnce Forbid
IRWIW+poacquireonces+OnceRelease Forbid
IRWIW+poacquireonces+ReleaseRelease Forbid
IRWIW+poacquirerelease+ctrlonceonce+OnceOnce Forbid
IRWIW+poacquirerelease+ctrlonceonce+OnceRelease Forbid
IRWIW+poacquirerelease+ctrlonceonce+ReleaseRelease Forbid
IRWIW+poacquirerelease+poacquireonce+OnceRelease Forbid
IRWIW+poacquirerelease+poonceonce+OnceOnce Allow
IRWIW+poacquirerelease+poonceonce+OnceRelease Allow
IRWIW+poacquirerelease+poonceonce+ReleaseRelease Allow
IRWIW+poacquirerelease+pooncerelease+OnceOnce Forbid
IRWIW+poacquirerelease+pooncerelease+OnceRelease Forbid
IRWIW+poacquirerelease+pooncerelease+ReleaseRelease Forbid
IRWIW+poacquirereleases+OnceOnce Forbid
IRWIW+poacquirereleases+OnceRelease Forbid
IRWIW+poacquirereleases+ReleaseRelease Forbid
IRWIW+poonceonce+ctrlonceonce+OnceRelease Allow
IRWIW+poonceonce+poacquireonce+OnceRelease Allow
IRWIW+poonceonce+poacquirerelease+OnceRelease Allow
IRWIW+poonceonce+pooncerelease+OnceOnce Allow
IRWIW+poonceonce+pooncerelease+OnceRelease Allow
IRWIW+poonceonce+pooncerelease+ReleaseRelease Allow
IRWIW+poonceonces+OnceRelease Allow
IRWIW+poonceonces+ReleaseRelease Allow
IRWIW+pooncerelease+ctrlonceonce+OnceRelease Forbid
IRWIW+pooncerelease+poacquireonce+OnceRelease Forbid
IRWIW+pooncerelease+poacquirerelease+OnceRelease Forbid
IRWIW+pooncerelease+poonceonce+OnceRelease Allow
IRWIW+pooncereleases+OnceOnce Forbid
IRWIW+pooncereleases+OnceRelease Forbid
IRWIW+pooncereleases+ReleaseRelease Forbid
LB-LRR+R-A+R-A Forbid
Luc06 Forbid
Luc07 Forbid
Luc08 Forbid
LB-LRW+R-A+R-A+R-A Forbid
LB-LWR+R-A+R-A+R-A Forbid
LB-LWW+R-A+R-A+R-A Forbid
LISA-bigdetour-failure Forbid
LB-LRW+R-A+R-A+RQ-A Forbid
LB-LRW+R-A+RQ-A+R-A Forbid
LB-LRR+R-A+R-A+R-A Forbid
LB-LRW+R-A+R-A+R-A+R-A Forbid
LB-LWR+R-A+R-A+R-A+R-A Forbid
LB-LWW+R-A+R-A+R-A+R-A Forbid
LB-LRW+R-A+R-A+R-A+RQ-A Forbid
LB-LRW+R-A+R-A+RQ-A+R-A Forbid
LB-LRR+R-A+R-A+R-A+R-A Forbid
IRIW+poaps+LL Forbid
IRIW+poap+poaa+LL Forbid
IRIW+poaas+LL Forbid
# Time: 226.13 s
